product_name,family_name,family_code
Gothic Candelabra,Lighting Fixtures And Accessories,391115
 1840 Steam Locomotive Model,Miniature accessories for trains and railways,601410
 Argan Detoxifying Soap,Toiletries,531316
 Studded Leather Armor Replica,Replica items,601410
 Encaustic Painting Kit,Art and school supplies,601060
 Refractor Telescope,Laboratory and scientific equipment,411217
Aquarium Decorations,Pets and pet supplies,101015
  Advanced Mechanics Textbook,Books and magazines,551015
 Fossil Display,Museum artifacts and conservation products,601037
 Diatomaceous Earth Insecticide,Insecticides and pesticides,101716
 Thermal Insulation Panels,Building and construction materials,301500
 Homemade Quilt,Arts and crafts equipment,601200
Obsidian Arrowhead, Collectible items,60122802
 High-Pressure Sodium Lamp, Lighting Fixtures and Accessories,39101604
 Model Steam Locomotive, Miniature accessories for trains and railways,60102203
 Perfume Atomizer, Toiletries,53131613
 Vintage Postage Stamp, Collectible items,60122804
 Autographed Baseball, Collectible items,60122801
Antique Telescope, Scientific or Laboratory Furniture,41103000
 Ceremonial Sword, Weapons and Ammunitions,46170000
 Bio-Degradable Cutlery, Disposable Tableware,52150000
 Mechanical Wind-Up Toy, Toys and Games,60120000
 Wildflower Seed Mix," Horticulture, Arboriculture and Forestry",10160000
 Regency Costume, Clothing,53100000
Chameleon Skin Paint, Artist Paint,60120100
 Medieval Full Plate Armor Replica, Historical Reenactments and Accessories,60131501
 Hydroponic Lettuce Grow Kit, Horticulture and Arboriculture Equipment,21101801
 Anti-radiation Lead Apron, Protective Apparel,46181500
 Nebula Projector, Classroom and Library Furniture and Fixtures,56111000
 Aromatherapy Essential Oil Set, Aromatherapy Products,50502300
Aquarium Filter,Pets and pet supplies,10101500
 Invasive Ventilator,Medical Instruments,41122402
 Nubian Goat,Livestock,10101806
 Ginger Essential Oil,Aromatherapy Products,53131608
 Pest Control Drone,Insecticides and pesticides,10190000
 Moonstone Pendant,Jewellery and Watches,54103000
Organic Fertilizer,Agriculture and Forestry,10150000
 Medieval Armor Replica,Collectables and Antiques,60123600
 3D Printer,Electronic Manufacturing and Components,43201800
 Decorative Washi Tape,Arts and Crafts Supplies,60106000
 Bulletproof Vest,Law Enforcement,46180000
 Sci-Fi First Edition Book,Books and Magazines,55121500
Aquarium Pump,Pet supplies,101015
 Solar Panel,Electronic Manufacturing and Components,321015
 Traditional Archery Bow,Sporting Goods,491615
 Distillation Apparatus,Laboratory and scientific equipment,411030
 Garam Masala Spices,Food and Beverage Production,501018
 Antique Gramophone,Collectables and Antiques,601238
Carpentry Chisel, Hand tools,271128
 Red Chili Powder, Spices,502022
 Netgear Router, Network equipment,432226
 Alto Saxophone, Musical Instruments,6010
 Cookie Dough, Baked goods and baking mixes,501615
 Glucosamine Supplements, Nutritional or dietary supplements,511716
Aquarium Filter, Cleaning Equipment and Supplies,47120000
 Vintage Wine, Beverages,50202200
 Military Strategy Board Game, Toys and Games,60140000
 Organic Fertilizer, Fertilizers and plant nutrients and herbicides,10170000
 Binocular Microscope, Laboratory and scientific equipment,41103000
 Functional Training Equipment, Recreation and playground and swinging and sliding equipment,49240000
Wine Making Kit,Food and Beverage Making Machinery,311017
 Shaving Brush,Personal care devices,531316
 Diamond Tipped Glass Cutter,Cutting and crimping and punching tools,271115
 Wild Bird Seed,Mulch,101615
 Telescopic Camera Tripod,Photographic or filming or video equipment,451215
 Butterfly Net,Fishing and hunting and trapping and game propagation equipment,101015
 Home Cleaning Service,None,-1
Ceramic Kiln,Craft Tools and Equipment,60102205
 Artichoke Heart,Canned or Jarred Fruits and Vegetables,50121526
 Bone Marrow Biopsy Needle, Medical and Surgical Instruments,42291603
 Chameleon Paint,Special Effects and Designs,31211505
 Eyepiece Graticule,Microscope Components,41121702
 Gooseneck Trailer Hitches,Vehicle bodies and trailers,25112000
 Public Speaking Training,None,-1
Percussion Instruments, Musical Instruments,601017
 Distilled Spirits, Beverages,502022
 Survival Kits, Safety and rescue equipment,461700
 Cabochons, Jewelry and gemstones,601245
 Screwdrivers, Hand tools,271115
 Paleo Bars, Baked goods and baking mixes,501800
 Car Tuning Service,None,-1
Ceramic Kiln,Ceramics and Pottery and Sculpture Equipment,60120000
 Electric Guitar,Music and dance and drama,60131500
 Astrological Reading Services,None,-1
 Glyphosate Herbicide,Botanicals and herbs and plants,10170000
 Clown Wig,Costumes,60131600
 Deep Sea Diving Apparatus,Marine equipment,25110000
 Ratatouille Canned Food,Canned or jarred vegetables,50181700
Hiking Backpack,Luggage and handbags and packs and cases,53120000
 Artisanal Chess Set, Toys and Games,60140000
 Woolen Coat,Clothing,53100000
 Solar Panel Kit,Power Generation and Distribution Machinery,26130000
 Homeopathic Remedies,Nutritional or dietary supplements,50530000
 Skin Tattoo,None,-1
 Life Coaching,None,-1
Waffle Iron, Food and Beverage Making Machinery,43000000
 Magnetic Mount Spotlights, Lighting Fixtures and Accessories,39110000
 Himalayan Pink Salt, Foods and Beverages,50000000
 High Power Binoculars, Photographic or filming or video equipment,45120000
 Lead-Free Bismuth Copper Solder Wire, Manufacturing Materials and Components,30000000
Submersible Pump, Pumps,4015
 Ethylene Glycol, Organic Acids and Derivatives,1235
 Carbon Fiber Shin Guards, Personal Safety and Security,4618
 Lavender Essential Oil, Essential Oils,5031
 Tactical Binoculars, Optical Equipment,4617
 Bamboo Flute, Musical Instruments,6010
Screwdriver Set,Hand Tools,271128
 Calf Leather Shoes,Footwear,531216
 Advanced Drone Camera,Camera or Photography Equipment,451215
 Boutique Red Wine,Beverages and Tobacco,500000
 Double bass,Musical instruments and parts and accessories,601410
 Organic Gluten-Free Pasta,Food Beverage and Tobacco,502017
 Domain Name Registration,None,-1
Thermionic Valve, Electronic Hardware and Component Parts and Accessories,32101609
 Cast Iron Fireback,Building and Construction Machinery and Accessories,30111506
 Jiu-jitsu Gi,"Sporting Goods, Athletic Equipment, and Athletic Clothing",49141602
 Advantage II for Cats,Drugs and Pharmaceutical Products,51410000
 Alnico Magnets,Permanent and Remanent Magnets and their Accessories,31371702
 Natural Labradorite Beads,Gems and Precious Stones,11121500
 Tutoring Services,None,-1
Microscope,Laboratory and Measuring and Observing and Testing Equipment,41110000
 Running Shoes,Footwear,53110000
 Dark Roast Coffee Beans,Food Beverage and Tobacco Product Manufacturing,50000000
 Floral Essential Oil,Manufacturing Components and Supplies,32000000
 Violin Bow,Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,60100000
 Offshore Drilling Equipment,Oil and gas drilling and exploration equipment,20120000
 Dog Grooming Service,None,-1
Clarinet, Musical instruments and parts and accessories,920000
 Diamond Drill Bit, Mining and quarrying machinery and equipment,201200
 Hiking Boots, Footwear,531000
 Garden Hose Reel, Lawn and garden machinery and equipment,211018
 Aged Whiskey, Distilled and blended liquors,502022
 Raspberry Pi Microcontroller, Electronic hardware and component parts and accessories,432000
Geiger Counter, Laboratory and Measuring and Observing and Testing Equipment,411000
 Amethyst Geode, Mineral and Textile and Inedible Plant and Animal Materials,111000
 Quinoa Grain, Farming and Fishing and Forestry and Wildlife Machinery and Accessories,700000
 Vinyl Record Press, Manufacturing Components and Supplies,200000
 Thermoforming Machine, Industrial Manufacturing and Processing Machinery and Accessories,230000
 Antique Harpsichord, Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,600000
Digital SLR Camera,Camera or Photography Equipment,45121500
 Bamboo Flute,Musical instruments and parts and accessories,60121600
 Hardwood Flooring,Wood and Wood Products,30161500
 Matcha Green Tea,Food Beverage and Tobacco,50201700
 Ruby Ring,Jewelry and adornments,53131600
 Accounting Services,None,-1
 Potassium Permanganate,Chemicals including Bio Chemicals and Gas Materials,12352300
Vegan Lipstick,Cosmetics and Toiletries,53131600
 Archaeology Trowel,Hand Tools,27111500
 Bamboo Flute,Musical Instruments and Parts and Accessories,60130000
 Mountain Climbing Harness,Sporting Goods and Recreational Equipment,49200000
 Labradorite Necklace,Jewellery and Gemstone Products,53130000
 Weather Station Clock,Clock and Watch Manufacturing,54110000
 Social Media Consultation,None,-1
Electric Bike, Bicycles,50211600
 Anthropomorphic Robot, Robotic components,48118000
 Halfmoon Didgeridoo, Woodwind Instruments,44130000
 Astronomical Telescope, Optical instruments,41112000
 Cabernet Sauvignon Wine, Alcoholic Beverages,50000000
 Virtual Reality Headset, Telecommunications media services,83112200
Chembio Diagnostic System, Laboratory and Measuring and Observing and Testing Equipment,41000000
 Shinto Katana, Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,60130000
 Reflective Safety Vest, Clothing and Apparel and Luggage and Personal Care Products,50000000
 Herbed Goat Cheese, Food and Beverage Products,50000000
 Pressed Flowers Craft Kit, Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,60130000
Mountain climbing shoes,Outdoor and Environmental,49140000
 Crocodile skin handbag,Personal Apparel,53120000
 Multipurpose Power Tool,Construction Equipment,27000000
 Tea Leaves,Beverages and tobacco,50150000
 Space telescope,Laboratory and scientific equipment,41000000
 Artisanal chocolate,Processed food,50190000
 Financial consulting,None,-1
Mountain Climbing Harness, Sporting Goods,50000000
 Baritone Saxophone, Music Instruments,60131500
 Gimbal Stabilizer, Camera Accessories,45121600
 Portable Radiography Machine, Medical Equipment,42201500
 Aromatic Oils, Aromatherapy Products,50530000
 Pine Wood Planks, Wood and Lumber,30120000
Drum set,Music Instruments,60131500
 Portable BBQ Grill,Camping and Outdoor Equipment,49161500
 Beach Umbrella,Gardening and Landscaping,60131600
 Bulk Leather,Textiles and Leather Products,11161800
 Marine Navigation Radar,Marine Equipment,25111700
 Home Rental Services,None,-1
 Accounting Consultation Services,None,-1
Astrophotography Camera,Photographic Film Paper Plate and Chemical,41105601
 Charcuterie Knife Set,Cutlery,52151500
 Mechanical Metronome,Musical Instruments Accessories,60105800
 Mini Greenhouse,Agricultural and Forestry and Landscape Machinery and Equipment,40101700
 Vegan Leather Backpack,Luggage and Bags,53121700
 At Home Candle Making Kit,Craft Tools,60131500
 Document Translation,None,-1
Stethoscope, Medical Equipment and Accessories and Supplies,42000000
 Wind Turbine, Power Generation and Distribution Machinery and Accessories,26100000
 White Wines, Beverages and tobacco products,50000000
 Military Combat Uniforms, Apparel and Luggage and Personal Care Products,53000000
 Embroidery Machine, Tools and General Machinery,27000000
 Digital Piano, Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,60000000
Electroacoustic Transducer Microphone, Electronic Components and Supplies,321015
 Collapsible Field Microscope, Laboratory and Measuring and Observing and Testing Equipment,411000
 High-Carbon Steel Forging Anvil, Manufacturing Components and Supplies,311600
 Prodigal Peach Mead, Alcoholic Beverages,502022
 High Precision Gyroscope, Navigation and Positioning Instruments,411160
 Exotic Woodwind Reed, Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,601410
Pecan Nut Sheller, Farming and Fishing and Forestry and Wildlife Machinery and Accessories,10100000
 Alpaca Wool Yarn, Apparel and Luggage and Personal Care Products,50000000
 LED Aquarium Light, Commercial and Industrial Electronic Equipment and Hardware and Supplies,39000000
 Kiln Furniture, Manufacturing Components and Supplies,31000000
 Hydraulic Fracturing Sand, Mining and Well Drilling Machinery and Accessories,20000000
 Rosemary Essential Oil, Drugs and Pharmaceutical Products,50000000
Pallet Stretch Wrap,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,241200
 Rocket Propellant,Aerospace Systems and Components and Equipment,251700
 Chromatography Column,Laboratory and Measuring and Observing and Testing Equipment,411000
 Terracotta Garden Pot,Building and Construction and Maintenance Services,720000
 Loafers Shoes,Footwear,531100
 Copper Sulfate,Chemicals including Bio Chemicals and Gas Materials,121600
Cotton Gins, Farming and Fishing and Forestry and Wildlife Machinery and Accessories,10000000
 Solar Panels, Power Generation and Distribution Machinery and Accessories,27000000
 Viking Shield, Defense and Law Enforcement and Security and Safety Equipment and Supplies,46000000
 Erlenmeyer Flask, Laboratory and Measuring and Observing and Testing Equipment,41000000
 Hovercraft, Marine Transport and Structures and Equipment,25111800
 Zirconium Oxide, Industrial Manufacturing and Processing Machinery and Accessories,23000000
Holographic Sight, Defense and Law Enforcement and Security and Safety Equipment and Supplies,46171600
  Parrot Drone, Aerospace Systems and Components and Equipment,25131700
  Advanced Patient Monitor, Healthcare Technology,42181900
  Premium Chocolate Box, Food Beverage and Tobacco Products,50120000
  Retractable Lanyard, Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24101800
  Ancient Greek Pottery Replica, Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,60160000
LED Grow Light, Farming and Fishing and Forestry Machinery and Accessories,7110
 Canoe Paddle,Recreational Equipment and Supplies,4920
 Heart Valve Prosthesis,Healthcare Technology,4214
 Rose Oil,Organic Farming and Gardening and Horticulture Products,1015
 Crew Spacesuit,Defense and Law Enforcement and Security and Safety Equipment and Supplies,4618
 Gemstone Faceting Machine,Jewelry and Gemstone Manufacturing,4326
Electric Drill, Power Generation and Distribution Machinery and Accessories,26110000
 Diorama Kit, Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,60100000
 Algae Biofuel, Fuels and Fuel Additives and Lubricants,15100000
 Statement Necklace, Jewelry and Watch Manufacturing and Repair,54100000
 Asteroids Video Game, Software,43230000
 Ancient Greek Sandal, Footwear,53110000
Hydroponic Planting System, Farming and Fishing and Forestry and Wildlife Machinery and Accessories,10101500
 Quantum Computer, Commercial and Industrial Electronic Equipment and Hardware and Supplies,43200000
 Porcelain Doll Artwork, Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,60140000
 Waste Oil Distillation Machine, Industrial Manufacturing and Processing Machinery and Accessories,40000000
 Sequencing Grade Modified Trypsin, Drugs and Pharmaceutical Products,51161700
 Marine Sonar System, Marine Transport and Structures and Equipment,25110000
Pit mining machinery,Mining and Well Drilling Machinery and Accessories,20120000
 Greenhouse fogging system,Farming and Fishing and Forestry and Wildlife Machinery and Accessories,10100000
 Conductive filament for 3D printing,Manufacturing Components and Supplies,31160000
 Oceanographic RADAR,Marine Transport and Structures and Equipment,25110000
 Military tank periscope,Defense and Law Enforcement and Security and Safety Equipment and Supplies,46180000
 Biochemical analyzer,Laboratory and Measuring and Observing and Testing Equipment,41100000
Atomizer for Essential Oils, Aromatherapy products,505018
 Solar Power Bird Bath, Outdoor Ornamental Fountains,401018
 Benchtop CNC Mill, Milling machines,232416
 Aragonite Crystal Cluster, Minerals and ores and metals,111016
 Telescopic Fishing Rod, Fishing and Hunting Equipment,461616
Solar Panels, Electrical Systems and Lighting and Components and Accessories and Supplies,391200
 Coffee Beans, Food Beverage and Tobacco Products,500000
 Ballerina Shoes, Apparel and Luggage and Personal Care Products,530000
 Television Antennas, Communications Devices and Accessories,430000
 Antique Furniture, Furniture and Furnishings,561000
Acoustic panels,Building and Construction and Maintenance Services,72000000
 Enzyme supplements,Drugs and Nutritional Supplements,51100000
 Ceramic flower pot,Containers and Storage,24100000
 Microscope slide,Laboratory and Measuring and Observing and Testing Equipment,41000000
 Raw ruby gemstone,Minerals and Ores and Metals,11100000
 Cryptocurrency Consultation Services,None,-1
 Tattoo design services,None,-1
Diamond abrasive band,Materials and Treatment,31191503
 Edible insects,Food and Beverages,50161507
 Marine sextant,Navigational and Radar Instruments,41112201
 Thorium ore,Minerals and Ores and Metals,11101604
 Poultry plucking machine,Food and Beverage Processing Machinery and Equipment,20101702
 Customer retention strategy plan,None,-1
 Physical therapy services,None,-1
Beekeeping supplies, Farming and Fishing and Forestry and Wildlife Machinery and Accessories,10100000
 Obsidian blade, Minerals and Ores and Metals,11110000
 Bamboo flute, Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,60100000
 Sourdough starter, Food and Beverage Products,50000000
 Glass beaker, Laboratory and Measuring and Observing and Testing Equipment,41100000
Dungaree Dress,Clothing,53100000
 Fishing Nets,Industrial Fishing and Aquaculture Equipment,10120000
 Diamond Drill Bits,Drilling and Exploration Equipment,20120000
 Concertina,Musical Instruments,60120000
 World Globe,School and Classroom Equipment,60110000
 Hiking Boot Repair Service,None,-1
 Spacetime Calibration Consultancy,None,-1
Mango Butter,Food and Beverage Products,50131700
 Dance Pole,Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,60141000
 Portable Composting Toilet,Furniture and Furnishings,56101500
 Gold Ingot,Minerals and Ores and Metals,11101600
 Holographic Display,Electrical Systems and Lighting and Components and Accessories and Supplies,39112200
 Plumbing Services,None,-1
 Hypnosis session,None,-1
Woodwind Instrument, Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,60131500
 Dive Computer, Navigational and Meteorological Instruments and Equipment,42283321
 Industrial Loom, Clothing and Fabric Crafts and Accessories and Supplies,60102208
 Organic Waste Composter," Agriculture, Forestry and Garden Equipment",21101803
 Pediatric Wheelchair, Medical Equipment and Accessories and Supplies,42141805
Artisanal Goat Cheese, Dairy Products,50161500
 Ammonium Nitrate Solution, Chemicals including Bio Chemicals and Gas Materials,12350000
 Authentic Samurai Sword, Personal Defense and Military Weapons,46170000
 Organic Fertilizer, Fertilizers and plant nutrients and herbicides,10170000
 Handcrafted Origami Paper, Paper Materials and Products,14120000
Underwater ROV,Marine equipment and supplies,25110000
 3D Bioprinter,Manufacturing Components and Supplies,31000000
 Parabolic Trough Solar Collector,Alternative energy sources,26000000
 Egyptian Papyrus Art,Arts and Crafts Equipment and Accessories and Supplies,60100000
 Cryptocurrency Mining Rig,Computer Equipment and Accessories,43200000
 5-axis CNC Machine,Machinery and accessories,23000000
 Meditation Course,None,-1
Diamond Cutting Tools,Industrial Production and Manufacturing Services,73150000
 Obscure Vinyl Records,Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,60140000
 Organic Pesto Sauce,Food Beverage and Tobacco Products,50000000
 Bird Feathers,Live Plant and Animal Material and Accessories and Supplies,10100000
 Cooling System,Distributing and Conditioning Systems,40100000
 Hatha Yoga Classes,None,-1
 Horse Riding lessons,None,-1
Electric Mandolin,Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,60130000
 Canvas Painting Easel,Arts and Crafts Equipment and Accessories and Supplies,60140000
 Synthetic Rubber,Chemicals including Bio Chemicals and Gas Materials,12000000
 Elevator installation service,None,-1
 Hydroelectric Turbines,Alternative energy sources,32000000
 Seaweed Extract Fertilizer,Fertilizers and plant nutrients and herbicides,10150000
 Cockpit Avionics,Aircraft parts and components,25170000
Solar Panel, Alternative Energy Sources,27111700
 Cotton Cloth, Fabric and Leather Materials,11160000
 Greenhouse, Structures and Building and Construction and Manufacturing Components and Supplies,30100000
 Dumbbells, Athletics and Physical Education,60131700
 Diamond Drill Bits, Tools and General Machinery,27110000
Camembert Cheese, Dairy Products,502023
 Gas Mask Filter, Personal and Occupational Safety Equipment,461800
 Ceramic Glaze, Arts and Crafts Equipment and Accessories and Supplies ,601050
 Liquid Nitrogen, Chemicals including Bio Chemicals and Gas Materials,121400
 Desert Eagle Handgun, Personal Defense and Military Weapons,461017
 Oboe Reeds, Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,601200
Podiatry chair,Medical Equipment and Accessories and Supplies,42180000
 Ethereal harp,Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,60120000
 Mast rigging parts,Marine Equipment and Supplies,25110000
 Vineyard fertilizers,Fertilizers and plant nutrients and herbicides,10190000
 Vegan mozzarella cheese,Food Beverage and Tobacco Products,50000000
 Home renovations service,None,-1
 Bicycle guided tours,None,-1
Arctic Survival Suit, Personal Safety and Protection,46180000
 Bamboo Flute, Musical Instruments and Games,60141000
 Quinoa Grain, Cereal and Pulse Crops,10151500
 Agapanthus Bulbs, Live Plants and Floriculture,10161807
 Celestial Navigation Book, Books and Pamphlets,55111508
 Chemotherapy,None,-1
 Driving Lessons,None,-1
Sunstone Metaphysical Healing Crystal, Precious Stones or Gemstones,111116
 Hydrophoenix Airlock, Lab Equipment Supplies,411217
 TheraBand Flexbar, Physical Therapy Equipment,421418
 Navaratna Astrological Ring, Jewelry Making Tools,502023
 Eco-start Organic Fertilizer, Fertilizers and Plant Nutrients,101520
 Dungeons and Dragons Starter Set, Games or Toys or Arts or Crafts,601058
Ceramic Kiln,Industrial Manufacturing and Processing Machinery and Accessories,230000
 Acoustic Guitar,Musical Instruments and Games and Toys,601000
 Reishi Mushroom Powder,Natural Food and Beverage Products,501200
 Double Lens Microscope,Laboratory and Measuring and Observing and Testing Equipment,410000
 Portable Breathalyzer,Public Safety and Control,461700
 Rosemary Essential Oil,Personal Care Products,531300
Abalone Shell Pendant,Jewelry Making Tools,50202200
 Hydroponic Grow Tent,Crop Production and Management and Protection,10152000
 Solar Water Heater,Electrical Systems and Lighting and Components and Accessories and Supplies,39120000
 Child's Carousel,Games or Toys or Arts or Crafts,60143600
 Ammonia Analyzer,Laboratory and scientific equipment,41110000
 Portable Flamethrower, Materials Handling Equipment,46180000
Compost Bin, Cleaning and Janitorial Supplies,47120000
 Graphene Powder, Minerals and Ores and Metals,11100000
 Violin Strings, Musical Instruments and Games and Toys,60100000
 Bulletproof Vest, Defense and Law Enforcement and Security and Safety Equipment and Supplies,46180000
 Dengue Test Kit, Laboratory and Measuring and Observing and Testing Equipment,41110000
 Pigment Yellow 83, Paints and Coatings and Sealants and Adhesives,31200000
Aeroponic Growing System,Distributed Control Systems,41106507
 Chain Bracelet,Jewelry and watches,53101800
 Glacial Acetic Acid,Chemicals including Bio Chemicals and Gas Materials,12161902
 Yawn Yoga Mat,Exercise and fitness,49240000
 Prototyping Breadboard,Electronic Component Parts and Raw Materials,32101614
 Cherry Oak Bed Frame,Furniture,56110000
Mechanical Bull, Amusement Equipment,60130000
 Deep Space Printer, Printing machinery and equipment,44101500
 Alpaca Wool Quilt, Textiles and Leather Products,11160000
 Medusa Jellyfish Aquarium, Live animals and Supplies,10100000
 Elderberry Concentrate, Health and wellness,50190018
 Obsidian Kitchen Counter, Stone and Tile Products,30161500
Solar Panel, Electrical Systems and Lighting and Components and Accessories and Supplies,39120000
 Canning Jar, Materials Handling Equipment,24110000
 Chess Set, Games or Toys or Arts or Crafts,60140000
 Detox Tea,Natural Food and Beverage Products,50000000
 Calligraphy Pen,Writing and Transcribing and Drawing Instruments,44110000
 Kydex Holster, Security and Defense Equipment,46170000
Rubies,Precious Stones or Gemstones,111416
 Bioreactor,Lab Equipment Supplies,411041
 Treadmill,Physical Therapy Equipment,421428
 Ring Sizer,Jewelry Making Tools,411119
 Nitrogen Fertilizer,Fertilizers and Plant Nutrients,101015
 Action Figures,Games or Toys or Arts or Crafts,601236
Arctic Fox Fitment T-shirt, Clothing,531000
 Oak Aged Pinot Grigio, Alcoholic Beverages,502022
 Lunar Stardust Laptop Stand, Furniture,561000
 Blossom Delight Perfume, Cosmetics and Toiletries,531316
 Colorful Handmade Ceramic Vase, Decorative Crafts,601400
 Classic Velvet Puff Sofa, Furniture,561015
Kaleidoscope Quilting Patterns, Printed Media,55121500
 Resol Polypropylene Garden Chair, Office and Desk Accessories,44111501
 Polyethylene Catering Foil, Disposable Tableware,52150000
 Anemometer Sensor, Sensors and Transducers,41111900
 Slide Rules, Teaching Aids and Materials,60101704
 Swedish Fish, Confectionery Products,50151602
Rock Climbing Harness,Sporting Goods,492000
 Reflective Road Studs,Roadway Safety Supplies,461800
 Composting Wormery,Composting Equipment,471220
 Antique Parquet Flooring,Flooring Components,301600
 Horological Jeweller's Lathe,General Purpose Machinery,440000
 Premium Swiss Cheese,Cheese Products,501500
 Document Translation Service,None,-1
Acoustic Guitar Strings, Musical Instrument Parts and Accessories,60141705
 Wooden Chess Set, Games,60131708
 Vintage Trench Coat, Outerwear,53101804
 Outdoor Mushroom Compost, Soil,10161514
 Red Wine Vinegar, Vinegars,50191707
 Deep Sea Fishing Equipment, Fishing and Hunting Equipment,49141500
Antique Pocket Watch, Antique Furniture and Decor,44111600
 Binoculars, Optical Instruments and Lenses,41111600
 Balance Training Equipment, Physical Education Equipment and Supplies,60131700
 Craft Glue, Binders and Finishing Agents,60131700
 Ham Radio, Wireless Communications Services,60131510
 Obsidian Blade, Hand Tools,27112000
Pottery Wheel,Art Equipment and Accessories,60102204
 Edible Seaweed,Fresh Seafood,50101704
 Theremin,Musical Instruments,60131500
 Rock Climbing Harness,Outdoor Recreation Equipment,49111500
 Hair Dye,Personal Care Products,53131600
 Digitization Service,None,-1
 Wall Sconces,Lighting Fixtures and Accessories,39111500
Electric Guitar Pickups, Musical Instrument Parts and Accessories,60101507
 Greenhouse Drip Irrigation System, Agricultural machinery for watering and irrigation,21101707
 Marble Bust Sculpture, Artwork and decorative objects,60121002
 Edible Seaweed, Fresh produce,50141641
 Cryptocurrency Mining Rig, Computer Equipment and Accessories,43211507
 Vintage Silk Kimono, Clothing,53100000
Raincoat, Outerwear,531018
 Solar Panel,Solar Power Plants and Accessories,831017
 Goat Cheese, Cheese Products,501615
 Lawn Mower, Landscaping Equipment,211017
 Bassoon Reeds, Musical Instrument Parts and Accessories,601414
Obsidian Backscratcher, Personal care devices,42141800
 Techwear Helmet, Safety apparel,46180000
 Barley Flour, Flour and bakery product,50151700
 Ceramic Bearing, Bearings and bushings and wheels and gears,31171500
 Polymer Clay, Art and craft equipment,60140000
 Quantum Computing Book, Textbooks,55101500
Sport Kite,Outdoor and sporting goods,49140000
 Vintage Gramophone,Consumer Electronics,52161500
 Culinary Herb Set,Lawn and Garden,21101500
 Solar Power Street Light,Building and Construction Machinery and Accessories,30181500
 Regenerative Blower,Industrial Manufacturing and Processing Machinery and Accessories,23150000
 Professional Legal Services,None,-1
 Financial Investment Consultation,None,-1
Synthetic Wig,Personal care devices,53131600
 Antique Grandfather Clock,Antiques and collectables,60121000
 Advanced Drone,Aircraft,25131600
 Straw Hat,Clothing,53102800
 Ancient Coin Collection,Collectibles and ephemera,60122200
1 Hair Comb, Personal care devices,53131600
 2 Safety Harness, Safety Apparel,46182300
 3 Whole Wheat Bread, Flour and bakery product,50151900
 4 Bevel Gear, Bearings and bushings and wheels and gears,31170000
 5 Oil Painting Brushes, Art and craft equipment,60141000
 6 General Physics Textbook, Textbooks,55101500
Mango Tree, Live Plant,101615
 Traditional Drum, Musical Instruments,601315
 Safety Goggles, Personal Safety and Protection,461815
 Brass Ship Wheel, Marine Craft Systems and Subassemblies,251119
 Yoga Mat, Fitness Equipment,491615
 Simulation Software, Software,432300
Surfboard,Outdoor and sporting goods,49101500
 Abstract Art Canvas,Paintings and collectibles,60104300
 Probiotic Yogurt,Flour and bakery product,50151500
 Gear Oil,Lubricants and oils and greases and anti corrosives,15121500
 Solar Panel,Power Generation and Distribution Machinery and Accessories,26110000
 Legal Consultation Services,None,-1
 Agate Geode,Stone and stone-like products,11101600
Artificial Bone Model, Medical Science and Research Products,601040
 Obsidian Core Stone, Rock and Mineral Specimens,601019
 Ornamental Bird Cage, Live Plant and Animal Material and Accessories,101200
 Plague Doctor Mask, Festive and Party Supplies,601416
 Triple Corkscrew Plant, Live Plants,101521
 Aerial Photography Drone, Camera Equipment,451215
Microfinishing machine, Metal cutting machine attachments,232416
 Alpaca wool yarn, Yarns and thread and fabrics,111618
 Elven figurine, Toys and games,601418
 Black obsidian pendant, Gemstones or precious metals,111717
 Algorithmic art software, Graphics or photo imaging software,43232116
 Underwater drone, Marine craft systems and subassemblies,251119
Vintage Leather Journal, Stationery,14111500
 Hammock Tent , Outdoor Recreation ,49100000
 Hypervisor Software, Software,43230000
 Raw Honeycomb, Baked goods and cereals,50161500
